S1,"S1 - other","S1 - time",S2,"S2 - other","S2 - time",E1_1,"E1_1 - other","E1_1 - time",E2,"E2 - other","E2 - time",E3,"E3 - other","E3 - time",E4,"E4 - other","E4 - time",E5,"E5 - other","E5 - time",A1,"A1 - other","A1 - time",A2,"A2 - other","A2 - time",A4,"A4 - other","A4 - time",A5,"A5 - other","A5 - time",A6,"A6 - other","A6 - time",A6_1,"A6_1 - other","A6_1 - time",A7,"A7 - other","A7 - time",A8,"A8 - other","A8 - time",A9,"A9 - other","A9 - time",A10,"A10 - other","A10 - time",A10_1,"A10_1 - other","A10_1 - time",S5,"S5 - other","S5 - time",S6,"S6 - other","S6 - time",S7,"S7 - other","S7 - time",S3,"S3 - other","S3 - time",S3_1,"S3_1 - other","S3_1 - time",C1,"C1 - other","C1 - time",C2,"C2 - other","C2 - time",C3,"C3 - other","C3 - time",C4,"C4 - other","C4 - time",C5,"C5 - other","C5 - time",C6,"C6 - other","C6 - time"
"""1""",,9,"""12""",,8,"[""4"",""7"",""8"",""9"",""10"",""11""]",,21,"{""4"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""1"",""11"":""1""}",,31,,,,,,,,,,"{""401"":""1"",""41"":""1"",""46"":""1"",""44"":""1"",""45"":""1"",""39"":""1"",""400"":""1"",""40"":""1""}",,42,"{""401"":{""LastName"":""Артамонова"",""Company"":""Mail.ru Group""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""45"":{""LastName"":""Балмер"",""Company"":""Microsoft""},""39"":{""LastName"":""Волож"",""Company"":""Yandex""},""400"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.ru Group""}}",,121,"[""44"",""41"",""42"",""39"",""48"",""40"",""46"",""45""]",,29,"{""44"":[""7"",""8""],""48"":[""8""],""41"":[""4"",""7"",""8""],""40"":[""7"",""8""],""42"":[""8""],""46"":[""7""],""45"":[""4"",""5"",""7"",""8""],""39"":[""4""]}",,78,"[""8"",""1"",""6"",""3"",""4"",""5"",""2"",""11"",""7""]",,22,"{""8"":[""4"",""8""],""1"":[""4"",""7"",""8""],""5"":[""7"",""8""],""6"":[""7"",""8""],""2"":[""7"",""8""],""3"":[""7""],""11"":[""7"",""8""],""7"":[""4"",""7""],""4"":[""4"",""7""]}",,36,,,,"[""1"",""9"",""4"",""7""]",,17,"[""1"",""3"",""9""]",,30,"{""1"":[""85"",""86"",""84""],""8"":[""90""],""7"":[""85"",""84""],""6"":[""85"",""86"",""84""],""3"":[""84""],""2"":[""85"",""83"",""89"",""86"",""84""],""5"":[""85"",""86"",""84""],""9"":[""89"",""84""],""4"":[""84""]}",,80,"{""11"":[""85"",""83"",""86"",""84""],""16"":[""84""],""18"":[""89"",""84""],""13"":[""85"",""83"",""89"",""86"",""84""],""12"":[""85"",""86"",""84""],""15"":[""85"",""84""],""10"":[""84""],""14"":[""85"",""83"",""89"",""86"",""84""],""17"":[""85"",""89"",""86"",""84""]}",,68,"""2""",,10,"""5""",,10,"""4""",,6,"""2""",,15,,,,"""1984""",,6,"""1""",,2,"""1""",,5,"""4""",,6,"""5""",,19,"[""3"",""11"",""26""]",,40
"""1""",,10,"""12""",,13,"[""2"",""3"",""4"",""5"",""7"",""8""]",,20,"{""2"":""2"",""3"":""5"",""4"":""3"",""5"":""2"",""7"":""2"",""8"":""3""}",,24,,,,,,,,,,"{""41"":""1"",""46"":""1"",""45"":""1"",""44"":""1""}",,37,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте, Телеграм""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""45"":{""LastName"":""Балмер"",""Company"":""Майкрософт""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,63,"[""45"",""39"",""43"",""41"",""46"",""44""]",,18,"{""45"":[""4"",""7"",""8""],""43"":[""4"",""7""],""41"":[""1"",""4"",""5""],""39"":[""4"",""7""],""46"":[""4"",""8""],""44"":[""4"",""7""]}",,29,"[""11"",""9"",""4"",""7"",""8"",""1""]",,16,"{""11"":[""4""],""9"":[""4"",""7""],""4"":[""4"",""7""],""8"":[""4"",""7""],""1"":[""4"",""7"",""8""],""7"":[""4"",""5"",""7""]}",,41,,,,"[""11"",""4"",""7"",""10"",""8"",""1""]",,16,"[""9"",""8"",""1""]",,13,"{""3"":[""86"",""84"",""85""],""9"":[""86"",""84""],""6"":[""86"",""85""],""5"":[""84"",""85"",""89""],""1"":[""86"",""84"",""85"",""89""],""4"":[""86"",""85"",""89""],""7"":[""84"",""85""],""2"":[""86"",""84"",""85"",""89""],""8"":[""84""]}",,79,"{""18"":[""84"",""85""],""10"":[""90""],""13"":[""86"",""85"",""89""],""11"":[""84"",""85""],""12"":[""84"",""85""],""15"":[""84"",""85""],""14"":[""86"",""84"",""85"",""89""],""16"":[""84"",""85""],""17"":[""86"",""84"",""85"",""89""]}",,60,"""4""",,17,"""3""",,3,,,,"""2""",,14,,,,"""1975""",,5,"""1""",,2,"""61""",,9,"""4""",,4,"""5""",,14,"[""2"",""9"",""15""]",,28
"""1""",,5,"""6""",,7,"[""4"",""7"",""8"",""9"",""10""]",,14,"{""4"":""4"",""7"":""1"",""8"":""2"",""9"":""5"",""10"":""5""}",,22,,,,,,,,,,"{""47"":""1"",""46"":""1"",""44"":""1"",""42"":""1"",""40"":""1"",""39"":""1"",""41"":""1""}",,19,"{""47"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""46"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""42"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""40"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""}}",,47,"[""39"",""41"",""40""]",,16,"{""41"":[""4"",""7"",""8""],""40"":[""4"",""8""],""39"":[""8""]}",,42,"[""7"",""4"",""2"",""11"",""1""]",,14,"{""7"":[""7"",""8""],""11"":[""7"",""8""],""1"":[""4"",""7"",""8""],""4"":[""7"",""8""],""2"":[""7""]}",,25,,,,"[""7"",""10"",""4"",""3"",""6"",""1""]",,19,"[""7"",""4"",""2"",""3"",""1""]",,12,"{""1"":[""89"",""83"",""84"",""85"",""86""],""8"":[""89"",""84"",""85"",""86""],""3"":[""90""],""7"":[""85""],""4"":[""89"",""84"",""85"",""86""],""5"":[""89"",""84"",""85"",""86""],""2"":[""89"",""83"",""84"",""85"",""86""],""9"":[""90""],""6"":[""89"",""85""]}",,76,"{""11"":[""84"",""85""],""12"":[""89"",""83"",""84"",""85""],""14"":[""89"",""84"",""85"",""86""],""18"":[""90""],""13"":[""89"",""83"",""87"",""84"",""85"",""86""],""15"":[""89"",""83"",""84"",""88"",""85"",""86""],""16"":[""83"",""84"",""85""],""10"":[""90""],""17"":[""89"",""84"",""85"",""86""]}",,69,"""1""",,5,"""2""",,4,"""3""",,5,"""1""",,13,,,,"""1987""",,4,"""1""",,3,"""2""",,3,"""4""",,4,"""5""",,14,"[""1"",""3"",""13""]",,22
"""1""",,3,"""6""",,12,"[""4"",""8""]",,30,"{""4"":""1"",""8"":""4""}",,23,,,,,,,,,,"{""46"":""1"",""41"":""1"",""45"":""1"",""44"":""1""}",,43,"{""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""41"":{""LastName"":""Дуров"",""Company"":""контакт""},""45"":{""LastName"":""Балмер"",""Company"":""раньше Майкрософт""},""44"":{""LastName"":""цукерберг"",""Company"":""фейсбук""}}",,105,"[""46"",""44"",""41""]",,36,"{""44"":[""4""],""41"":[""4""],""46"":[""4""]}",,22,"[""1"",""4"",""7"",""11"",""5"",""8"",""9"",""12"",""2"",""6""]",,21,"{""1"":[""4""],""9"":[""4""],""4"":[""4""],""7"":[""4""],""12"":[""4""],""11"":[""4""],""5"":[""4""],""2"":[""4""],""8"":[""4""],""6"":[""4""]}",,31,,,,"[""1"",""4"",""7"",""8"",""9"",""12"",""6""]",,21,"[""99""]",,15,"{""1"":[""84"",""85"",""89"",""83""],""9"":[""90""],""4"":[""90""],""8"":[""90""],""5"":[""84"",""85""],""6"":[""84"",""85""],""3"":[""84"",""85"",""89"",""86"",""87"",""83"",""88""],""2"":[""84"",""85"",""89"",""86"",""87"",""83"",""88""],""7"":[""84"",""85"",""89"",""86"",""87"",""83"",""88""]}",,143,"{""13"":[""84"",""85"",""89"",""86""],""15"":[""84"",""85"",""89"",""86"",""87"",""83"",""88""],""14"":[""84"",""85"",""89"",""86"",""87""],""12"":[""84"",""85""],""16"":[""84""],""10"":[""90""],""17"":[""84"",""85""],""11"":[""84"",""85""],""18"":[""84""]}",,125,"""2""",,11,"""1""",,13,"""2""",,10,"""1""",,11,,,,"""1975""",,7,"""1""",,3,"""1""",,5,"""4""",,6,"""5""",,18,"[""1"",""2"",""3""]",,54
"""2""",,14,"""7""",,20,"[""1"",""2"",""3"",""4"",""6"",""7"",""8"",""11""]",,36,"{""1"":""5"",""2"":""1"",""3"":""4"",""4"":""1"",""6"":""2"",""7"":""1"",""8"":""4"",""11"":""1""}",,43,,,,,,,,,,"{""49"":""1""}",,27,,,,"[""46"",""41"",""401"",""44""]",,29,"{""401"":[""4"",""7""],""46"":[""4"",""7""],""44"":[""4"",""7""],""41"":[""4"",""7""]}",,38,"[""8"",""11"",""3"",""2"",""7"",""12"",""6"",""9"",""1"",""4""]",,31,"{""8"":[""4"",""6"",""7""],""12"":[""4"",""7""],""6"":[""4"",""7""],""11"":[""4"",""7""],""9"":[""4"",""7""],""3"":[""4"",""7""],""1"":[""4"",""6"",""7""],""2"":[""4"",""7""],""7"":[""4"",""7""],""4"":[""4"",""7""]}",,50,,,,"[""11"",""3"",""1""]",,25,"[""2"",""9"",""1""]",,17,"{""8"":[""84""],""7"":[""84""],""3"":[""84""],""5"":[""84""],""9"":[""84""],""1"":[""84"",""86"",""83"",""85"",""87"",""89""],""6"":[""84""],""4"":[""84"",""83"",""87"",""89""],""2"":[""84"",""86"",""89""]}",,86,"{""16"":[""84"",""86"",""85""],""11"":[""84"",""86"",""85""],""15"":[""84""],""10"":[""84""],""13"":[""84"",""86"",""85""],""17"":[""84"",""86"",""89""],""14"":[""84"",""86"",""89""],""18"":[""84""],""12"":[""84"",""86"",""85""]}",,105,"""2""",,20,"""2""",,7,"""2""",,9,,,,"""1""",,9,"""1966""",,8,"""2""",,9,"""1""",,11,"""3""",,13,"""5""",,21,"[""6"",""10"",""24""]",,73
"""1""",,8,"""3""",,5,"[""2"",""4"",""7"",""10""]",,21,"{""2"":""4"",""4"":""1"",""7"":""1"",""10"":""3""}",,16,,,,,,,,,,"{""47"":""1"",""44"":""1"",""39"":""1"",""41"":""1""}",,22,"{""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,93,"[""46"",""42"",""47"",""41"",""44""]",,25,"{""46"":[""4""],""44"":[""4"",""7""],""42"":[""4"",""7""],""47"":[""7""],""41"":[""7""]}",,20,"[""4"",""7"",""5"",""8"",""12"",""2"",""1""]",,17,"{""4"":[""1"",""4"",""7""],""12"":[""4"",""7"",""8""],""7"":[""4"",""7""],""2"":[""4"",""8""],""5"":[""4""],""8"":[""4""],""1"":[""4""]}",,27,,,,"[""4"",""5"",""12"",""2"",""1""]",,14,"[""2"",""1""]",,14,"{""9"":[""84""],""3"":[""84"",""86"",""87"",""89""],""7"":[""86"",""89""],""2"":[""84"",""83"",""89""],""5"":[""89""],""4"":[""89""],""8"":[""90""],""6"":[""84""],""1"":[""84"",""89""]}",,59,"{""11"":[""89""],""16"":[""84"",""83""],""15"":[""84"",""89""],""17"":[""84"",""89""],""13"":[""84"",""89""],""10"":[""84""],""18"":[""84""],""12"":[""90""],""14"":[""89""]}",,58,"""2""",,7,"""2""",,4,"""2""",,5,"""5""",,6,,,,"""1985""",,6,"""2""",,3,"""16""",,7,"""5""",,22,"""5""",,10,"[""10"",""12"",""24""]",,15
"""2""",,8,"""2""",,6,"[""2"",""4"",""7"",""8"",""9"",""10""]",,19,"{""2"":""2"",""4"":""3"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""2""}",,25,,,,,,,,,,"{""41"":""1"",""44"":""1""}",,22,"{""41"":{""LastName"":""Дуров"",""Company"":""vkontakte""},""44"":{""LastName"":""Цукенберг"",""Company"":""facebook""}}",,29,"[""45""]",,29,"{""45"":[""4""]}",,7,"[""1"",""2"",""12""]",,18,"{""2"":[""7"",""8""],""12"":[""7"",""8""],""1"":[""4""]}",,21,,,,"[""3"",""8"",""11"",""1"",""10"",""7""]",,20,"[""4"",""12"",""7""]",,11,"{""6"":[""85""],""5"":[""84""],""8"":[""85""],""4"":[""89""],""9"":[""89""],""3"":[""85"",""84""],""1"":[""85"",""84"",""89"",""86""],""7"":[""85""],""2"":[""85"",""86""]}",,60,"{""11"":[""84""],""15"":[""84""],""13"":[""85"",""89""],""12"":[""85"",""84"",""89""],""16"":[""85"",""84""],""14"":[""87"",""89"",""86""],""17"":[""85""],""18"":[""85"",""89"",""86""],""10"":[""90""]}",,61,"""1""",,12,"""3""",,4,"""2""",,9,,,,"""5""",,22,"""1988""",,5,"""2""",,2,"""35""",,6,"""4""",,5,"""5""",,25,"[""11"",""23"",""24""]",,23
"""2""",,10,"""6""",,7,"[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10""]",,26,"{""1"":""3"",""2"":""1"",""3"":""6"",""4"":""5"",""5"":""1"",""6"":""3"",""7"":""1"",""8"":""4"",""9"":""6"",""10"":""6""}",,73,,,,,,,,,,"{""44"":""1"",""45"":""1"",""39"":""1"",""43"":""1"",""46"":""1"",""41"":""1""}",,24,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Фэйсбук""},""45"":{""LastName"":""Балмер"",""Company"":""Майкрософт""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""43"":{""LastName"":""Пэйдж"",""Company"":""Гугл""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,60,"[""41"",""46"",""44"",""45"",""39""]",,25,"{""41"":[""4""],""46"":[""4""],""39"":[""4""],""44"":[""4""],""45"":[""4""]}",,23,"[""2"",""1"",""4"",""11"",""12"",""3"",""8"",""7""]",,22,"{""2"":[""1"",""4"",""7"",""8""],""1"":[""1"",""4"",""7"",""8""],""4"":[""1"",""4"",""5"",""6"",""7"",""8""],""3"":[""4""],""11"":[""7""],""8"":[""5""],""12"":[""6""],""7"":[""5""]}",,58,,,,"[""1"",""11"",""6"",""10"",""8"",""9""]",,80,"[""2"",""1"",""3"",""8""]",,18,"{""6"":[""85"",""84""],""2"":[""87"",""83"",""85"",""84""],""3"":[""89""],""1"":[""83"",""85"",""84""],""4"":[""90""],""7"":[""85"",""86"",""84""],""9"":[""90""],""5"":[""83"",""85"",""89"",""84""],""8"":[""90""]}",,93,"{""11"":[""84""],""14"":[""86"",""89""],""12"":[""85"",""84""],""18"":[""90""],""16"":[""85"",""84""],""17"":[""87"",""85"",""86"",""84""],""15"":[""90""],""13"":[""87"",""83"",""85"",""86"",""89"",""84""],""10"":[""90""]}",,76,"""1""",,9,"""1""",,14,"""2""",,7,,,,"""5""",,30,"""1979""",,7,"""1""",,13,"""1""",,19,"""4""",,22,"""4""",,15,"[""21"",""24""]",,25
"""1""",,17,"""12""",,7,"[""4"",""6""]",,29,"{""4"":""2"",""6"":""2""}",,14,,,,,,,,,,"{""46"":""1"",""44"":""1""}",,36,"{""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,118,"[""41"",""401"",""44"",""45"",""43"",""39"",""46""]",,47,"{""41"":[""4"",""6""],""45"":[""4""],""401"":[""4""],""43"":[""4""],""39"":[""4""],""46"":[""4"",""6""],""44"":[""4"",""6""]}",,37,"[""9"",""8"",""7"",""6"",""2"",""11"",""4"",""1""]",,26,"{""9"":[""4"",""6""],""11"":[""4"",""6""],""8"":[""4"",""6""],""7"":[""4""],""4"":[""4""],""6"":[""4""],""1"":[""4"",""6""],""2"":[""4"",""6""]}",,81,,,,"[""9"",""6""]",,30,"[""9"",""6"",""2"",""1""]",,17,"{""2"":[""85"",""89"",""86"",""83""],""3"":[""90""],""1"":[""85"",""83"",""84""],""7"":[""85"",""83"",""84""],""6"":[""85"",""89"",""83"",""84""],""4"":[""90""],""9"":[""90""],""5"":[""85"",""89"",""83"",""84""],""8"":[""90""]}",,98,"{""17"":[""85"",""83"",""84""],""16"":[""85"",""89"",""83"",""84""],""18"":[""90""],""12"":[""85"",""89"",""83"",""84""],""10"":[""90""],""11"":[""85"",""89"",""83"",""84""],""14"":[""85"",""89"",""86"",""83"",""84""],""13"":[""85"",""83"",""84""],""15"":[""85"",""89"",""86"",""83"",""84""]}",,93,"""3""",,9,"""6""",,4,"""1""",,4,"""1""",,9,,,,"""1969""",,6,"""1""",,3,"""1""",,4,"""4""",,8,"""5""",,20,"[""2"",""12"",""17""]",,67
"""3""",,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2""",,17,"""6""",,6,"[""7"",""11""]",,25,"{""7"":""1"",""11"":""1""}",,33,,,,,,,,,,"{""46"":""1"",""41"":""1"",""45"":""1"",""44"":""1""}",,36,"{""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""41"":{""LastName"":""Дуров"",""Company"":""vk.com""},""45"":{""LastNameEmpty"":""1"",""Company"":""MIcrosoft""},""44"":{""LastName"":""Цукербергер"",""Company"":""facebook.com""}}",,40,"[""45"",""46"",""41"",""44""]",,120,"{""46"":[""7""],""41"":[""4""],""44"":[""4""],""45"":[""4""]}",,28,"[""8"",""3"",""4"",""7""]",,15,"{""8"":[""1"",""4"",""6"",""7""],""3"":[""4""],""4"":[""1"",""4""],""7"":[""4""]}",,23,,,,"[""8"",""3"",""4""]",,18,"[""8"",""3"",""1"",""4"",""7""]",,13,"{""4"":[""85""],""9"":[""85""],""2"":[""85""],""7"":[""85""],""8"":[""90""],""3"":[""85""],""5"":[""85""],""6"":[""85""],""1"":[""85""]}",,157,"{""10"":[""90""],""14"":[""90""],""18"":[""90""],""13"":[""90""],""15"":[""90""],""16"":[""90""],""17"":[""90""],""11"":[""90""],""12"":[""90""]}",,27,"""3""",,14,"""5""",,6,"""1""",,6,,,,"""5""",,12,"""1981""",,5,"""1""",,3,"""2""",,4,"""4""",,6,"""5""",,16,"[""10"",""11""]",,15
"""1""",,13,"""5""",,5,"[""2"",""4"",""7"",""10"",""11""]",,24,"{""2"":""5"",""4"":""2"",""7"":""1"",""10"":""1"",""11"":""3""}",,27,,,,,,,,,,"{""46"":""1"",""44"":""1"",""41"":""1""}",,31,"{""46"":{""LastNameEmpty"":""1"",""Company"":""Яндекс""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""}}",,40,"[""39"",""44"",""41"",""400"",""48"",""46""]",,21,"{""48"":[""4""],""39"":[""4"",""6"",""7""],""44"":[""1"",""4"",""6"",""7"",""8""],""41"":[""1"",""4"",""6"",""7"",""8""],""46"":[""1"",""4"",""5"",""6"",""7"",""8""],""400"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,51,"[""1"",""8"",""7"",""11"",""4"",""12"",""2""]",,18,"{""1"":[""4"",""6"",""7""],""4"":[""4"",""7"",""8""],""8"":[""1"",""4"",""6""],""12"":[""1"",""4"",""7"",""8""],""2"":[""1"",""6"",""7"",""8""],""7"":[""1"",""4"",""6"",""7"",""8""],""11"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,45,,,,"[""7"",""11"",""4"",""12""]",,15,"[""7"",""4"",""2""]",,11,"{""5"":[""84"",""89""],""6"":[""84"",""85"",""86""],""2"":[""84"",""85"",""86"",""89""],""9"":[""84"",""85"",""89""],""8"":[""84"",""85"",""89""],""4"":[""84"",""85""],""3"":[""84"",""85"",""83"",""87"",""86"",""89""],""1"":[""84"",""85"",""86"",""89""],""7"":[""84"",""85"",""86""]}",,77,"{""10"":[""90""],""17"":[""85"",""86""],""16"":[""84"",""85"",""83"",""86"",""89""],""18"":[""84"",""83"",""89""],""13"":[""84"",""85"",""86""],""11"":[""89""],""12"":[""84"",""85""],""14"":[""84"",""85"",""87"",""86"",""89""],""15"":[""84"",""85"",""83"",""86"",""89""]}",,73,"""3""",,12,"""2""",,6,"""2""",,5,"""5""",,8,,,,"""1987""",,4,"""2""",,3,"""6""",,9,"""4""",,36,"""5""",,13,"[""10"",""11"",""23""]",,24
"""2""",,7,"""3""",,4,"[""2"",""3"",""5"",""6"",""7"",""8""]",,26,"{""2"":""6"",""3"":""6"",""5"":""2"",""6"":""3"",""7"":""1"",""8"":""4""}",,22,,,,,,,,,,"{""45"":""1"",""44"":""1"",""46"":""1"",""41"":""1"",""43"":""1"",""40"":""1"",""39"":""1""}",,25,"{""45"":{""LastName"":""Балмер"",""Company"":""Microsoft""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""46"":{""LastName"":""Касперский"",""Company"":""Kasperskiy Lab""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""43"":{""LastName"":""Пейдж"",""Company"":""Google""},""40"":{""LastName"":""Широков"",""Company"":""Одноклассники""},""39"":{""LastNameEmpty"":""1"",""Company"":""Яндекс""}}",,230,"[""41"",""43"",""45""]",,37,"{""43"":[""7"",""8""],""45"":[""7"",""8""],""41"":[""7"",""8""]}",,23,"[""5"",""8"",""6"",""7""]",,22,"{""5"":[""4"",""7""],""8"":[""4"",""7""],""6"":[""4"",""7"",""8""],""7"":[""4"",""7"",""8""]}",,23,,,,"[""1"",""8"",""3"",""6""]",,20,"[""99""]",,9,"{""6"":[""85""],""9"":[""89"",""85"",""84""],""2"":[""83"",""89"",""85"",""86"",""84""],""7"":[""85"",""84""],""3"":[""85"",""84""],""8"":[""83"",""85"",""84""],""1"":[""89"",""85"",""86"",""84""],""5"":[""83"",""89"",""85"",""86"",""84""],""4"":[""83"",""89"",""85"",""86"",""84""]}",,91,"{""15"":[""85"",""84""],""16"":[""90""],""11"":[""83"",""89"",""85"",""86"",""84""],""13"":[""85"",""84""],""17"":[""85"",""84""],""12"":[""85"",""84""],""14"":[""83"",""89"",""85"",""87"",""86"",""84""],""18"":[""89"",""85"",""84""],""10"":[""85"",""84""]}",,57,"""3""",,9,"""5""",,6,"""1""",,6,,,,"""98""",маркетинг,26,"""1987""",,4,"""1""",,4,"""1""",,4,"""4""",,5,"""4""",,4,"[""11""]",,27
"""1""",,9,"""7""",,6,"[""3"",""4""]",,22,"{""3"":""6"",""4"":""2""}",,11,,,,,,,,,,"{""44"":""1"",""46"":""1"",""43"":""1"",""41"":""1""}",,31,"{""44"":{""LastName"":""Цукерьберг"",""Company"":""Facebook""},""46"":{""LastName"":""Касперский"",""Company"":""Антивирус Касперского""},""43"":{""LastName"":""Пейдж"",""Company"":""Google""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""}}",,67,"[""45"",""39""]",,19,"{""45"":[""4""],""39"":[""4""]}",,16,"[""4"",""7"",""1"",""6"",""8""]",,26,"{""1"":[""4""],""4"":[""4""],""6"":[""4""],""7"":[""4""],""8"":[""4""]}",,12,,,,"[""12"",""3"",""4"",""7"",""9"",""1"",""2"",""5"",""8"",""11""]",,16,"[""6""]",,17,"{""9"":[""89""],""2"":[""84""],""6"":[""85""],""3"":[""84""],""5"":[""89""],""1"":[""84""],""8"":[""84""],""7"":[""85"",""84""],""4"":[""84""]}",,60,"{""15"":[""89"",""85"",""84""],""11"":[""89"",""85"",""84""],""12"":[""85"",""84""],""17"":[""85"",""84""],""18"":[""85"",""84""],""13"":[""89"",""86"",""87"",""88"",""85"",""84"",""83""],""16"":[""85"",""84""],""10"":[""84""],""14"":[""89"",""86"",""87"",""88"",""85"",""84"",""83""]}",,58,"""1""",,8,"""1""",,4,"""2""",,6,"""1""",,8,,,,"""1987""",,5,"""2""",,4,"""35""",,11,"""3""",,8,"""5""",,13,"[""10"",""13"",""18""]",,60
"""2""",,16,"""6""",,5,"[""2"",""4"",""7"",""8""]",,83,"{""2"":""2"",""4"":""4"",""7"":""1"",""8"":""4""}",,21,,,,,,,,,,"{""41"":""1"",""48"":""1"",""46"":""1"",""44"":""1"",""39"":""1""}",,46,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""48"":{""LastName"":""Долгов"",""Company"":""Ebay""},""46"":{""LastName"":""Касперский"",""Company"":""Касперский""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""}}",,47,"[""44""]",,23,"{""44"":[""5""]}",,6,"[""8"",""11"",""7""]",,17,"{""8"":[""4""],""7"":[""5""],""11"":[""4""]}",,16,,,,"[""1"",""11"",""9""]",,16,"[""8"",""3"",""7""]",,18,"{""9"":[""84""],""8"":[""84""],""2"":[""89"",""86"",""85"",""84""],""1"":[""86"",""85"",""84"",""83""],""4"":[""86"",""84""],""5"":[""86"",""85"",""84""],""3"":[""86"",""85"",""84""],""6"":[""86"",""84""],""7"":[""84""]}",,81,"{""16"":[""84""],""17"":[""85"",""84""],""10"":[""86"",""84""],""11"":[""86"",""85"",""84""],""15"":[""86"",""85"",""84""],""18"":[""89"",""86"",""84""],""13"":[""86"",""85"",""84"",""83"",""87""],""14"":[""89"",""86"",""85"",""84"",""83"",""87""],""12"":[""86"",""85"",""84""]}",,99,"""3""",,8,"""6""",,6,"""1""",,5,,,,"""5""",,12,"""1987""",,5,"""2""",,3,"""1""",,5,"""4""",,7,"""4""",,43,"[""11"",""16"",""19""]",,22
